session_id,user_id,step_index,action
sess_00066,user_067,0,open_products
sess_00066,user_067,1,search_laptop
sess_00066,user_067,2,view_laptop
sess_00066,user_067,3,purchase_laptop
sess_00066,user_067,4,purchase_headphones
sess_00066,user_067,5,open_purchases
sess_00067,user_068,0,view_laptop
sess_00067,user_068,1,purchase_laptop
sess_00067,user_068,2,purchase_headphones
sess_00067,user_068,3,open_purchases
sess_00068,user_069,0,open_products
sess_00068,user_069,1,search_laptop
sess_00068,user_069,2,view_laptop
sess_00068,user_069,3,purchase_laptop
sess_00068,user_069,4,purchase_laptop_bag
sess_00069,user_070,0,open_products
sess_00069,user_070,1,search_laptop
sess_00069,user_070,2,view_laptop
sess_00069,user_070,3,purchase_laptop
sess_00069,user_070,4,purchase_headphones
sess_00069,user_070,5,open_purchases
sess_00070,user_071,0,create_quotation
sess_00070,user_071,1,add_product
sess_00070,user_071,2,set_discount
sess_00070,user_071,3,save_quotation
sess_00070,user_071,4,send_quotation
sess_00070,user_071,5,create_order
sess_00071,user_072,0,open_products
sess_00071,user_072,1,search_phone
sess_00071,user_072,2,view_phone
sess_00071,user_072,3,purchase_phone
sess_00071,user_072,4,purchase_phone_case
sess_00072,user_073,0,view_customer
sess_00072,user_073,1,view_customer_orders
sess_00073,user_074,0,open_products
sess_00073,user_074,1,search_monitor
sess_00073,user_074,2,view_monitor
sess_00073,user_074,3,purchase_monitor
sess_00073,user_074,4,purchase_keyboard
sess_00074,user_075,0,view_phone
sess_00074,user_075,1,purchase_phone
sess_00074,user_075,2,purchase_headphones
sess_00075,user_076,0,open_products
sess_00075,user_076,1,search_laptop
sess_00075,user_076,2,view_laptop
sess_00075,user_076,3,purchase_laptop
sess_00075,user_076,4,purchase_headphones
sess_00076,user_077,0,open_customers
sess_00076,user_077,1,view_customer
sess_00076,user_077,2,view_customer_quotations
sess_00076,user_077,3,create_quotation
sess_00077,user_078,0,create_order
sess_00077,user_078,1,assign_delivery
sess_00078,user_079,0,create_quotation
sess_00078,user_079,1,add_product
sess_00078,user_079,2,set_discount
sess_00078,user_079,3,save_quotation
sess_00078,user_079,4,send_quotation
sess_00078,user_079,5,create_order
sess_00079,user_080,0,create_order
sess_00079,user_080,1,assign_delivery
sess_00080,user_081,0,open_quotations
sess_00080,user_081,1,create_quotation
sess_00080,user_081,2,add_product
sess_00080,user_081,3,save_quotation
sess_00080,user_081,4,send_quotation
sess_00081,user_082,0,open_customers
sess_00081,user_082,1,view_customer
sess_00081,user_082,2,view_customer_orders
sess_00082,user_083,0,open_products
sess_00082,user_083,1,search_phone
sess_00082,user_083,2,view_phone
sess_00082,user_083,3,purchase_phone
sess_00082,user_083,4,purchase_headphones
sess_00082,user_083,5,open_purchases
sess_00083,user_084,0,open_products
sess_00083,user_084,1,search_laptop
sess_00083,user_084,2,view_laptop
sess_00083,user_084,3,purchase_laptop
sess_00083,user_084,4,purchase_headphones
sess_00084,user_085,0,open_orders
sess_00084,user_085,1,create_order
sess_00084,user_085,2,generate_invoice
sess_00084,user_085,3,confirm_payment
sess_00085,user_086,0,create_order
sess_00085,user_086,1,assign_delivery
sess_00086,user_087,0,view_laptop
sess_00086,user_087,1,purchase_laptop
sess_00086,user_087,2,purchase_warranty
sess_00086,user_087,3,open_purchases
sess_00087,user_088,0,open_products
sess_00087,user_088,1,search_laptop
sess_00087,user_088,2,view_laptop
sess_00087,user_088,3,purchase_laptop
sess_00087,user_088,4,purchase_mouse
sess_00087,user_088,5,open_purchases
sess_00088,user_089,0,view_monitor
sess_00088,user_089,1,purchase_monitor
sess_00088,user_089,2,purchase_keyboard
sess_00089,user_090,0,open_products
sess_00089,user_090,1,search_monitor
sess_00089,user_090,2,view_monitor
sess_00089,user_090,3,purchase_monitor
sess_00089,user_090,4,purchase_mouse
sess_00090,user_091,0,view_laptop
sess_00090,user_091,1,purchase_laptop
sess_00090,user_091,2,purchase_mouse
sess_00091,user_092,0,open_quotations
sess_00091,user_092,1,create_quotation
sess_00091,user_092,2,add_product
sess_00091,user_092,3,set_discount
sess_00091,user_092,4,save_quotation
sess_00091,user_092,5,send_quotation
sess_00091,user_092,6,create_order
sess_00092,user_093,0,view_phone
sess_00092,user_093,1,purchase_phone
sess_00092,user_093,2,purchase_phone_case
sess_00092,user_093,3,open_purchases
sess_00093,user_094,0,open_products
sess_00093,user_094,1,search_phone
sess_00093,user_094,2,view_phone
sess_00093,user_094,3,purchase_phone
sess_00093,user_094,4,purchase_phone_case
sess_00093,user_094,5,open_purchases
sess_00094,user_095,0,view_phone
sess_00094,user_095,1,purchase_phone
sess_00094,user_095,2,purchase_warranty
sess_00094,user_095,3,open_purchases
sess_00095,user_096,0,view_phone
sess_00095,user_096,1,purchase_phone
sess_00095,user_096,2,purchase_phone_case
sess_00095,user_096,3,open_purchases
sess_00096,user_097,0,view_monitor
sess_00096,user_097,1,purchase_monitor
sess_00096,user_097,2,purchase_keyboard
sess_00097,user_098,0,open_products
sess_00097,user_098,1,search_phone
sess_00097,user_098,2,view_phone
sess_00097,user_098,3,purchase_phone
sess_00097,user_098,4,purchase_phone_case
sess_00098,user_099,0,open_quotations
sess_00098,user_099,1,create_quotation
sess_00098,user_099,2,add_product
sess_00098,user_099,3,set_discount
sess_00098,user_099,4,save_quotation
sess_00098,user_099,5,send_quotation
sess_00098,user_099,6,create_order
sess_00099,user_100,0,view_phone
sess_00099,user_100,1,purchase_phone
sess_00099,user_100,2,purchase_phone_case
sess_00099,user_100,3,open_purchases
sess_00100,user_101,0,open_products
sess_00100,user_101,1,search_laptop
sess_00100,user_101,2,view_laptop
sess_00100,user_101,3,purchase_laptop
sess_00100,user_101,4,purchase_headphones
sess_00100,user_101,5,open_purchases
sess_00101,user_102,0,open_customers
sess_00101,user_102,1,view_customer
sess_00101,user_102,2,view_customer_quotations
sess_00101,user_102,3,create_quotation
sess_00102,user_103,0,view_laptop
sess_00102,user_103,1,purchase_laptop
sess_00102,user_103,2,purchase_headphones
sess_00102,user_103,3,open_purchases
sess_00103,user_104,0,view_laptop
sess_00103,user_104,1,purchase_laptop
sess_00103,user_104,2,purchase_headphones
sess_00103,user_104,3,open_purchases
sess_00104,user_105,0,view_laptop
sess_00104,user_105,1,purchase_laptop
sess_00104,user_105,2,purchase_headphones
sess_00104,user_105,3,open_purchases
sess_00105,user_106,0,open_customers
sess_00105,user_106,1,view_customer
sess_00105,user_106,2,view_customer_orders
sess_00106,user_107,0,create_quotation
sess_00106,user_107,1,add_product
sess_00106,user_107,2,set_discount
sess_00106,user_107,3,save_quotation
sess_00106,user_107,4,open_quotations
sess_00107,user_108,0,view_customer
sess_00107,user_108,1,view_customer_orders
sess_00108,user_109,0,view_monitor
sess_00108,user_109,1,purchase_monitor
sess_00108,user_109,2,purchase_keyboard
sess_00109,user_110,0,view_customer
sess_00109,user_110,1,view_customer_quotations
sess_00109,user_110,2,create_quotation
sess_00110,user_111,0,view_laptop
sess_00110,user_111,1,purchase_laptop
sess_00110,user_111,2,purchase_headphones
sess_00110,user_111,3,open_purchases
sess_00111,user_112,0,open_products
sess_00111,user_112,1,search_laptop
sess_00111,user_112,2,view_laptop
sess_00111,user_112,3,purchase_laptop
sess_00111,user_112,4,purchase_headphones
sess_00111,user_112,5,open_purchases
sess_00112,user_113,0,view_phone
sess_00112,user_113,1,purchase_phone
sess_00112,user_113,2,purchase_phone_case
sess_00112,user_113,3,open_purchases
sess_00113,user_114,0,open_quotations
sess_00113,user_114,1,create_quotation
sess_00113,user_114,2,add_product
sess_00113,user_114,3,set_discount
sess_00113,user_114,4,save_quotation
sess_00113,user_114,5,send_quotation
sess_00113,user_114,6,create_order
sess_00114,user_115,0,open_products
sess_00114,user_115,1,search_laptop
sess_00114,user_115,2,view_laptop
sess_00114,user_115,3,purchase_laptop
sess_00114,user_115,4,purchase_laptop_bag
sess_00114,user_115,5,open_purchases
sess_00115,user_116,0,create_quotation
sess_00115,user_116,1,add_product
sess_00115,user_116,2,save_quotation
sess_00115,user_116,3,send_quotation
sess_00115,user_116,4,create_order
sess_00116,user_117,0,login
sess_00116,user_117,1,open_products
sess_00116,user_117,2,search_phone
sess_00116,user_117,3,view_phone
sess_00116,user_117,4,purchase_phone
sess_00116,user_117,5,purchase_warranty
sess_00116,user_117,6,open_purchases
sess_00117,user_118,0,create_quotation
sess_00117,user_118,1,add_product
sess_00117,user_118,2,set_discount
sess_00117,user_118,3,save_quotation
sess_00117,user_118,4,send_quotation
sess_00117,user_118,5,create_order
sess_00118,user_119,0,open_products
sess_00118,user_119,1,search_phone
sess_00118,user_119,2,view_phone
sess_00118,user_119,3,purchase_phone
sess_00118,user_119,4,purchase_phone_case
sess_00118,user_119,5,open_purchases
sess_00119,user_120,0,open_products
sess_00119,user_120,1,search_phone
sess_00119,user_120,2,view_phone
sess_00119,user_120,3,purchase_phone
sess_00119,user_120,4,purchase_phone_case
sess_00119,user_120,5,open_purchases
sess_00120,user_121,0,open_quotations
sess_00120,user_121,1,create_quotation
sess_00120,user_121,2,add_product
sess_00120,user_121,3,set_discount
sess_00120,user_121,4,save_quotation
sess_00120,user_121,5,send_quotation
sess_00120,user_121,6,create_order
sess_00121,user_122,0,open_quotations
sess_00121,user_122,1,create_quotation
sess_00121,user_122,2,add_product
sess_00121,user_122,3,set_discount
sess_00121,user_122,4,save_quotation
sess_00121,user_122,5,send_quotation
sess_00121,user_122,6,create_order
sess_00122,user_123,0,open_products
sess_00122,user_123,1,search_laptop
sess_00122,user_123,2,view_laptop
sess_00122,user_123,3,purchase_laptop
sess_00122,user_123,4,purchase_mouse
sess_00122,user_123,5,open_purchases
sess_00123,user_124,0,create_quotation
sess_00123,user_124,1,add_product
sess_00123,user_124,2,set_discount
sess_00123,user_124,3,save_quotation
sess_00123,user_124,4,send_quotation
sess_00123,user_124,5,create_order
sess_00124,user_125,0,view_monitor
sess_00124,user_125,1,purchase_monitor
sess_00124,user_125,2,purchase_keyboard
sess_00125,user_126,0,create_quotation
sess_00125,user_126,1,add_product
sess_00125,user_126,2,set_discount
sess_00125,user_126,3,save_quotation
sess_00125,user_126,4,send_quotation
sess_00126,user_127,0,open_products
sess_00126,user_127,1,search_laptop
sess_00126,user_127,2,view_laptop
sess_00126,user_127,3,purchase_laptop
sess_00126,user_127,4,purchase_headphones
sess_00126,user_127,5,open_purchases
sess_00127,user_128,0,create_quotation
sess_00127,user_128,1,add_product
sess_00127,user_128,2,set_discount
sess_00127,user_128,3,save_quotation
sess_00127,user_128,4,send_quotation
sess_00128,user_129,0,view_laptop
sess_00128,user_129,1,purchase_laptop
sess_00128,user_129,2,purchase_headphones
sess_00129,user_130,0,open_orders
sess_00129,user_130,1,create_order
sess_00129,user_130,2,generate_invoice
sess_00129,user_130,3,confirm_payment
sess_00130,user_131,0,create_quotation
sess_00130,user_131,1,add_product
sess_00130,user_131,2,set_discount
sess_00130,user_131,3,save_quotation
sess_00130,user_131,4,send_quotation
sess_00130,user_131,5,create_order
sess_00131,user_132,0,create_quotation
sess_00131,user_132,1,add_product
sess_00131,user_132,2,set_discount
sess_00131,user_132,3,save_quotation
sess_00131,user_132,4,send_quotation
sess_00132,user_133,0,open_products
sess_00132,user_133,1,search_monitor
sess_00132,user_133,2,view_monitor
sess_00132,user_133,3,purchase_monitor
sess_00132,user_133,4,purchase_headphones
sess_00133,user_134,0,open_quotations
sess_00133,user_134,1,create_quotation
sess_00133,user_134,2,add_product
sess_00133,user_134,3,set_discount
sess_00133,user_134,4,save_quotation
sess_00133,user_134,5,send_quotation
sess_00133,user_134,6,create_order
sess_00134,user_135,0,login
sess_00134,user_135,1,open_products
sess_00134,user_135,2,search_phone
sess_00134,user_135,3,view_phone
sess_00134,user_135,4,purchase_phone
sess_00134,user_135,5,purchase_phone_case
sess_00135,user_136,0,create_quotation
sess_00135,user_136,1,add_product
sess_00135,user_136,2,save_quotation
sess_00135,user_136,3,send_quotation
sess_00136,user_137,0,open_orders
sess_00136,user_137,1,create_order
sess_00136,user_137,2,assign_delivery
sess_00137,user_138,0,open_products
sess_00137,user_138,1,search_monitor
sess_00137,user_138,2,view_monitor
sess_00137,user_138,3,purchase_monitor
sess_00137,user_138,4,purchase_keyboard
sess_00138,user_139,0,open_quotations
sess_00138,user_139,1,create_quotation
sess_00138,user_139,2,add_product
sess_00138,user_139,3,save_quotation
sess_00138,user_139,4,open_quotations
sess_00139,user_140,0,view_laptop
sess_00139,user_140,1,purchase_laptop
sess_00139,user_140,2,purchase_headphones
sess_00139,user_140,3,open_purchases
sess_00140,user_141,0,open_products
sess_00140,user_141,1,search_phone
sess_00140,user_141,2,view_phone
sess_00140,user_141,3,purchase_phone
sess_00140,user_141,4,purchase_headphones
sess_00140,user_141,5,open_purchases
sess_00141,user_142,0,view_laptop
sess_00141,user_142,1,purchase_laptop
sess_00141,user_142,2,purchase_laptop_bag
sess_00142,user_143,0,open_products
sess_00142,user_143,1,search_laptop
sess_00142,user_143,2,view_laptop
sess_00142,user_143,3,purchase_laptop
sess_00142,user_143,4,purchase_laptop_bag
sess_00142,user_143,5,open_purchases
sess_00143,user_144,0,open_quotations
sess_00143,user_144,1,create_quotation
sess_00143,user_144,2,add_product
sess_00143,user_144,3,save_quotation
sess_00143,user_144,4,send_quotation
sess_00143,user_144,5,create_order
sess_00144,user_145,0,view_phone
sess_00144,user_145,1,purchase_phone
sess_00144,user_145,2,purchase_phone_case
sess_00144,user_145,3,open_purchases
sess_00145,user_146,0,view_phone
sess_00145,user_146,1,purchase_phone
sess_00145,user_146,2,purchase_phone_case
sess_00145,user_146,3,open_purchases
sess_00146,user_147,0,open_quotations
sess_00146,user_147,1,create_quotation
sess_00146,user_147,2,add_product
sess_00146,user_147,3,save_quotation
sess_00146,user_147,4,send_quotation
sess_00146,user_147,5,create_order
sess_00147,user_148,0,open_products
sess_00147,user_148,1,search_laptop
sess_00147,user_148,2,view_laptop
sess_00147,user_148,3,purchase_laptop
sess_00147,user_148,4,purchase_headphones
sess_00147,user_148,5,open_purchases
sess_00148,user_149,0,open_quotations
sess_00148,user_149,1,create_quotation
sess_00148,user_149,2,add_product
sess_00148,user_149,3,set_discount
sess_00148,user_149,4,save_quotation
sess_00148,user_149,5,send_quotation
sess_00149,user_150,0,create_order
sess_00149,user_150,1,generate_invoice
sess_00149,user_150,2,confirm_payment
sess_00150,user_001,0,open_products
sess_00150,user_001,1,search_laptop
sess_00150,user_001,2,view_laptop
sess_00150,user_001,3,purchase_laptop
sess_00150,user_001,4,purchase_headphones
sess_00150,user_001,5,open_purchases
sess_00151,user_002,0,open_products
sess_00151,user_002,1,search_monitor
sess_00151,user_002,2,view_monitor
sess_00151,user_002,3,purchase_monitor
sess_00151,user_002,4,purchase_headphones
sess_00152,user_003,0,view_monitor
sess_00152,user_003,1,purchase_monitor
sess_00152,user_003,2,purchase_keyboard
sess_00153,user_004,0,open_customers
sess_00153,user_004,1,view_customer
sess_00153,user_004,2,view_customer_orders
sess_00154,user_005,0,open_products
sess_00154,user_005,1,search_monitor
sess_00154,user_005,2,view_monitor
sess_00154,user_005,3,purchase_monitor
sess_00154,user_005,4,purchase_keyboard
sess_00155,user_006,0,open_products
sess_00155,user_006,1,search_laptop
sess_00155,user_006,2,view_laptop
sess_00155,user_006,3,purchase_laptop
sess_00155,user_006,4,purchase_laptop_bag
sess_00155,user_006,5,open_purchases
sess_00156,user_007,0,open_customers
sess_00156,user_007,1,view_customer
sess_00156,user_007,2,view_customer_quotations
sess_00156,user_007,3,create_quotation
sess_00157,user_008,0,open_products
sess_00157,user_008,1,search_laptop
sess_00157,user_008,2,view_laptop
sess_00157,user_008,3,purchase_laptop
sess_00157,user_008,4,purchase_headphones
sess_00157,user_008,5,open_purchases
sess_00158,user_009,0,open_orders
sess_00158,user_009,1,create_order
sess_00158,user_009,2,generate_invoice
sess_00158,user_009,3,confirm_payment
sess_00159,user_010,0,open_quotations
sess_00159,user_010,1,create_quotation
sess_00159,user_010,2,add_product
sess_00159,user_010,3,set_discount
sess_00159,user_010,4,save_quotation
sess_00159,user_010,5,send_quotation
sess_00159,user_010,6,create_order
sess_00160,user_011,0,view_customer
sess_00160,user_011,1,view_customer_quotations
sess_00160,user_011,2,create_quotation
sess_00161,user_012,0,view_monitor
sess_00161,user_012,1,purchase_monitor
sess_00161,user_012,2,purchase_headphones
sess_00162,user_013,0,open_products
sess_00162,user_013,1,search_laptop
sess_00162,user_013,2,view_laptop
sess_00162,user_013,3,purchase_laptop
sess_00162,user_013,4,purchase_mouse
sess_00162,user_013,5,open_purchases
sess_00163,user_014,0,open_products
sess_00163,user_014,1,search_laptop
sess_00163,user_014,2,view_laptop
sess_00163,user_014,3,purchase_laptop
sess_00163,user_014,4,purchase_headphones
sess_00163,user_014,5,open_purchases
sess_00164,user_015,0,open_products
sess_00164,user_015,1,search_monitor
sess_00164,user_015,2,view_monitor
sess_00164,user_015,3,purchase_monitor
sess_00164,user_015,4,purchase_keyboard
sess_00165,user_016,0,create_quotation
sess_00165,user_016,1,add_product
sess_00165,user_016,2,set_discount
sess_00165,user_016,3,save_quotation
sess_00165,user_016,4,send_quotation
sess_00166,user_017,0,create_quotation
sess_00166,user_017,1,add_product
sess_00166,user_017,2,set_discount
sess_00166,user_017,3,save_quotation
sess_00166,user_017,4,open_quotations
sess_00167,user_018,0,view_phone
sess_00167,user_018,1,purchase_phone
sess_00167,user_018,2,purchase_warranty
sess_00168,user_019,0,open_products
sess_00168,user_019,1,search_laptop
sess_00168,user_019,2,view_laptop
